Date,Channel,Campaign,Visitors,Leads,MQLs,SQLs,Customers,Spend (USD),Revenue (USD)
2025-10-30,Referral,Partner Program,40,8,5,3,2,18.71,3483.93
2025-10-31,Direct,Direct/Brand,248,13,6,3,2,0.0,2463.42
2025-10-31,Email,Drip Nurture,128,18,10,8,4,2.57,5599.1
2025-10-31,Email,Newsletter,218,21,14,9,2,4.17,1833.61
2025-10-31,Organic Search,Blog SEO,459,40,21,9,4,21.81,4824.38
2025-10-31,Organic Search,Product Pages SEO,329,28,17,11,5,17.18,7403.69
2025-10-31,Paid Search,Brand Keywords,174,27,16,10,5,335.32,7683.6
2025-10-31,Paid Search,Competitor Keywords,141,9,3,1,1,419.38,1466.49
2025-10-31,Paid Search,Generic Keywords,358,38,19,10,4,957.13,5629.48
2025-10-31,Paid Social,Facebook Prospecting,603,27,7,3,0,386.37,0.0
2025-10-31,Paid Social,Instagram Prospecting,425,9,2,1,0,290.12,0.0
2025-10-31,Paid Social,LinkedIn ABM,99,16,8,6,1,414.56,2098.55
2025-10-31,Referral,Customer Referral Program,64,18,14,13,4,17.17,7745.35
2025-10-31,Referral,Partner Program,45,8,6,2,2,20.33,3735.74
2025-11-01,Direct,Direct/Brand,172,9,2,2,1,0.0,1412.44
2025-11-01,Email,Drip Nurture,82,16,7,5,2,1.62,2942.46
2025-11-01,Email,Newsletter,117,16,9,5,1,2.08,1399.84
2025-11-01,Organic Search,Blog SEO,287,13,3,3,1,14.9,1783.7
2025-11-01,Organic Search,Product Pages SEO,193,12,9,8,2,10.88,3545.18
2025-11-01,Paid Search,Brand Keywords,111,18,11,6,1,199.3,1793.37
2025-11-01,Paid Search,Competitor Keywords,72,6,4,2,0,256.01,0.0
2025-11-01,Paid Search,Generic Keywords,223,14,5,2,1,571.05,1665.61
2025-11-01,Paid Social,Facebook Prospecting,547,9,6,5,1,349.17,956.16
2025-11-01,Paid Social,Instagram Prospecting,421,10,5,3,1,277.59,812.52
2025-11-01,Paid Social,LinkedIn ABM,106,14,8,5,1,441.63,1951.23
2025-11-01,Referral,Customer Referral Program,53,18,16,13,7,14.11,13549.55
2025-11-01,Referral,Partner Program,22,8,5,4,2,9.71,2684.73
2025-11-02,Direct,Direct/Brand,147,6,1,1,1,0.0,1508.51
2025-11-02,Email,Drip Nurture,88,8,6,5,0,1.76,0.0
2025-11-02,Email,Newsletter,127,10,8,6,2,2.55,2717.41
2025-11-02,Organic Search,Blog SEO,284,21,10,7,1,14.64,1141.33
2025-11-02,Organic Search,Product Pages SEO,176,14,8,6,2,9.55,3443.3
2025-11-02,Paid Search,Brand Keywords,93,18,11,8,6,180.86,8268.99
2025-11-02,Paid Search,Competitor Keywords,72,8,5,2,2,256.16,2882.42
2025-11-02,Paid Search,Generic Keywords,218,16,5,4,1,554.79,1966.78
2025-11-02,Paid Social,Facebook Prospecting,574,16,3,0,0,395.84,0.0
2025-11-02,Paid Social,Instagram Prospecting,425,7,1,0,0,289.65,0.0
2025-11-02,Paid Social,LinkedIn ABM,96,9,4,3,2,414.87,4563.66
2025-11-02,Referral,Customer Referral Program,48,11,8,7,3,15.17,4081.84
2025-11-02,Referral,Partner Program,29,6,3,2,1,14.38,1306.24
2025-11-03,Direct,Direct/Brand,306,19,8,3,1,0.0,1293.65
2025-11-03,Email,Drip Nurture,142,22,17,12,7,2.87,11399.53
2025-11-03,Email,Newsletter,235,28,22,16,7,5.04,9458.26
2025-11-03,Organic Search,Blog SEO,536,41,14,9,2,27.5,2418.12
2025-11-03,Organic Search,Product Pages SEO,326,35,19,14,3,17.15,5084.23
2025-11-03,Paid Search,Brand Keywords,182,29,17,14,5,350.03,7060.55
2025-11-03,Paid Search,Competitor Keywords,147,16,6,3,0,572.11,0.0
2025-11-03,Paid Search,Generic Keywords,383,34,11,7,1,920.15,1197.39
2025-11-03,Paid Social,Facebook Prospecting,670,23,10,2,0,411.09,0.0
2025-11-03,Paid Social,Instagram Prospecting,463,13,5,0,0,305.27,0.0
2025-11-03,Paid Social,LinkedIn ABM,133,14,8,4,2,578.57,4252.09
2025-11-03,Referral,Customer Referral Program,81,18,14,9,8,22.79,12544.57
2025-11-03,Referral,Partner Program,40,11,9,8,3,19.64,5684.84
2025-11-04,Direct,Direct/Brand,298,11,6,3,2,0.0,2595.97
2025-11-04,Email,Drip Nurture,123,21,14,13,7,2.37,10290.73
2025-11-04,Email,Newsletter,212,21,12,7,2,4.34,2700.15
2025-11-04,Organic Search,Blog SEO,541,32,14,10,3,27.96,4035.81
2025-11-04,Organic Search,Product Pages SEO,367,28,12,6,4,18.11,7594.99
2025-11-04,Paid Search,Brand Keywords,151,30,19,14,4,278.44,7548.96
2025-11-04,Paid Search,Competitor Keywords,120,10,6,3,0,415.33,0.0
2025-11-04,Paid Search,Generic Keywords,394,25,6,5,0,1097.57,0.0
2025-11-04,Paid Social,Facebook Prospecting,707,15,6,1,0,440.76,0.0
2025-11-04,Paid Social,Instagram Prospecting,514,19,9,5,0,306.65,0.0
2025-11-04,Paid Social,LinkedIn ABM,122,14,6,6,3,487.66,6826.98
2025-11-04,Referral,Customer Referral Program,79,25,18,15,8,24.87,16009.47
2025-11-04,Referral,Partner Program,58,13,10,10,4,27.45,6636.82
2025-11-05,Direct,Direct/Brand,304,14,4,3,0,0.0,0.0
2025-11-05,Email,Drip Nurture,124,18,12,6,5,2.5,4958.43
2025-11-05,Email,Newsletter,277,37,21,9,4,5.82,4246.12
2025-11-05,Organic Search,Blog SEO,550,38,14,7,1,29.29,1634.5
2025-11-05,Organic Search,Product Pages SEO,351,33,24,20,9,17.55,14711.62
2025-11-05,Paid Search,Brand Keywords,167,32,18,11,3,304.56,5459.49
2025-11-05,Paid Search,Competitor Keywords,120,17,10,7,3,495.54,4517.69
2025-11-05,Paid Search,Generic Keywords,425,32,17,10,5,1056.64,8928.85
2025-11-05,Paid Social,Facebook Prospecting,679,21,6,2,0,455.66,0.0
2025-11-05,Paid Social,Instagram Prospecting,515,16,3,2,0,359.82,0.0
2025-11-05,Paid Social,LinkedIn ABM,96,8,1,0,0,441.33,0.0
2025-11-05,Referral,Customer Referral Program,86,20,14,11,7,28.24,10456.65
2025-11-05,Referral,Partner Program,55,10,5,5,3,30.42,6220.38
2025-11-06,Direct,Direct/Brand,313,25,8,5,1,0.0,1347.03
2025-11-06,Email,Drip Nurture,130,16,11,9,5,2.81,7371.27
2025-11-06,Email,Newsletter,234,18,8,7,4,4.88,4690.6
2025-11-06,Organic Search,Blog SEO,609,38,18,13,5,25.45,6553.88
2025-11-06,Organic Search,Product Pages SEO,334,33,17,8,2,16.58,2393.29
2025-11-06,Paid Search,Brand Keywords,193,29,17,15,7,374.62,9480.14
2025-11-06,Paid Search,Competitor Keywords,124,7,4,3,0,424.29,0.0
2025-11-06,Paid Search,Generic Keywords,426,37,20,12,3,1064.46,4485.52
2025-11-06,Paid Social,Facebook Prospecting,668,21,8,1,0,444.14,0.0
2025-11-06,Paid Social,Instagram Prospecting,510,15,5,2,0,369.95,0.0
2025-11-06,Paid Social,LinkedIn ABM,129,13,9,7,0,491.71,0.0
2025-11-06,Referral,Customer Referral Program,95,21,19,16,10,24.01,16506.29
2025-11-06,Referral,Partner Program,44,12,9,8,4,22.58,8105.24
2025-11-07,Direct,Direct/Brand,299,14,5,3,1,0.0,1135.08
2025-11-07,Email,Drip Nurture,149,24,17,10,4,3.01,6237.96
2025-11-07,Email,Newsletter,216,30,17,12,5,4.51,6560.96
2025-11-07,Organic Search,Blog SEO,529,29,9,5,0,25.54,0.0
2025-11-07,Organic Search,Product Pages SEO,362,22,10,6,2,16.76,3273.71
2025-11-07,Paid Search,Brand Keywords,206,33,18,15,4,382.89,6179.73
2025-11-07,Paid Search,Competitor Keywords,119,6,2,1,1,402.74,1314.46
2025-11-07,Paid Search,Generic Keywords,407,29,14,7,0,1099.99,0.0
2025-11-07,Paid Social,Facebook Prospecting,689,25,12,2,0,428.97,0.0
2025-11-07,Paid Social,Instagram Prospecting,495,11,4,3,2,344.82,2375.58
2025-11-07,Paid Social,LinkedIn ABM,114,12,9,5,3,523.16,7406.3
2025-11-07,Referral,Customer Referral Program,84,15,14,7,4,25.12,6122.75
2025-11-07,Referral,Partner Program,51,7,6,4,2,28.46,4349.64
2025-11-08,Direct,Direct/Brand,180,9,3,3,0,0.0,0.0
2025-11-08,Email,Drip Nurture,73,9,9,7,2,1.44,3796.7
2025-11-08,Email,Newsletter,127,13,6,3,2,2.41,2388.58
2025-11-08,Organic Search,Blog SEO,321,19,12,9,0,16.67,0.0
2025-11-08,Organic Search,Product Pages SEO,198,12,10,7,2,9.8,3628.55
2025-11-08,Paid Search,Brand Keywords,99,17,13,10,5,181.93,9084.36
2025-11-08,Paid Search,Competitor Keywords,61,8,4,3,1,193.97,1076.85
2025-11-08,Paid Search,Generic Keywords,218,11,6,4,2,565.64,2718.85
2025-11-08,Paid Social,Facebook Prospecting,586,14,6,2,1,397.26,1115.77
2025-11-08,Paid Social,Instagram Prospecting,407,9,3,0,0,281.17,0.0
2025-11-08,Paid Social,LinkedIn ABM,101,11,7,3,0,422.12,0.0
2025-11-08,Referral,Customer Referral Program,62,14,12,7,3,18.74,4614.53
2025-11-08,Referral,Partner Program,29,5,3,3,2,14.82,3772.42
2025-11-09,Direct,Direct/Brand,169,10,4,0,0,0.0,0.0
2025-11-09,Email,Drip Nurture,83,21,12,11,5,1.81,7371.34
2025-11-09,Email,Newsletter,145,16,8,3,1,2.87,1215.16
2025-11-09,Organic Search,Blog SEO,283,21,11,8,2,14.08,2357.97
2025-11-09,Organic Search,Product Pages SEO,162,18,8,6,2,8.23,3334.0
2025-11-09,Paid Search,Brand Keywords,90,17,12,9,3,184.13,5301.65
2025-11-09,Paid Search,Competitor Keywords,71,3,0,0,0,242.02,0.0
2025-11-09,Paid Search,Generic Keywords,196,9,3,2,1,478.09,751.7
2025-11-09,Paid Social,Facebook Prospecting,567,14,6,0,0,428.08,0.0
2025-11-09,Paid Social,Instagram Prospecting,418,9,2,1,0,292.16,0.0
2025-11-09,Paid Social,LinkedIn ABM,97,10,8,6,3,434.91,6681.37
2025-11-09,Referral,Customer Referral Program,50,9,7,5,2,14.49,2860.72
2025-11-09,Referral,Partner Program,26,7,6,6,1,13.89,2159.97
2025-11-10,Direct,Direct/Brand,279,14,9,8,2,0.0,2395.61
2025-11-10,Email,Drip Nurture,138,17,11,8,6,2.46,9746.69
2025-11-10,Email,Newsletter,235,22,7,2,1,5.19,1237.92
2025-11-10,Organic Search,Blog SEO,551,35,18,14,4,26.83,5836.33
2025-11-10,Organic Search,Product Pages SEO,341,24,13,9,5,14.73,8503.59
2025-11-10,Paid Search,Brand Keywords,154,23,16,12,4,290.77,6382.97
2025-11-10,Paid Search,Competitor Keywords,115,12,7,3,0,405.52,0.0
2025-11-10,Paid Search,Generic Keywords,374,20,10,5,0,1061.6,0.0
2025-11-10,Paid Social,Facebook Prospecting,654,23,9,0,0,429.18,0.0
2025-11-10,Paid Social,Instagram Prospecting,472,9,4,2,0,343.98,0.0
2025-11-10,Paid Social,LinkedIn ABM,128,16,8,6,2,549.07,4393.55
2025-11-10,Referral,Customer Referral Program,86,15,9,8,4,23.54,7899.77
2025-11-10,Referral,Partner Program,54,17,14,11,6,28.67,11184.38
2025-11-11,Direct,Direct/Brand,307,18,8,6,2,0.0,2357.54
2025-11-11,Email,Drip Nurture,164,33,24,18,12,3.38,14582.36
2025-11-11,Email,Newsletter,241,36,21,14,6,4.25,6605.42
2025-11-11,Organic Search,Blog SEO,576,36,22,16,4,30.41,4943.82
2025-11-11,Organic Search,Product Pages SEO,352,22,13,10,3,18.84,4902.01
2025-11-11,Paid Search,Brand Keywords,183,23,14,12,3,349.03,3584.85
2025-11-11,Paid Search,Competitor Keywords,113,9,4,1,1,406.82,1121.13
2025-11-11,Paid Search,Generic Keywords,405,41,13,9,3,980.71,3780.76
2025-11-11,Paid Social,Facebook Prospecting,693,19,6,2,0,443.4,0.0
2025-11-11,Paid Social,Instagram Prospecting,472,12,3,1,0,305.72,0.0
2025-11-11,Paid Social,LinkedIn ABM,125,16,12,9,3,471.51,7027.63
2025-11-11,Referral,Customer Referral Program,75,26,22,18,13,23.41,28542.46
2025-11-11,Referral,Partner Program,56,10,6,5,3,29.18,5847.45
2025-11-12,Direct,Direct/Brand,301,11,5,3,0,0.0,0.0
2025-11-12,Email,Drip Nurture,123,16,12,11,6,2.51,9211.32
2025-11-12,Email,Newsletter,248,33,17,10,6,4.8,6076.72
2025-11-12,Organic Search,Blog SEO,576,35,18,9,3,29.56,3419.78
2025-11-12,Organic Search,Product Pages SEO,352,32,14,12,7,18.41,11197.03
2025-11-12,Paid Search,Brand Keywords,202,35,25,15,4,378.99,5990.51
2025-11-12,Paid Search,Competitor Keywords,118,9,5,2,1,384.65,1517.19
2025-11-12,Paid Search,Generic Keywords,403,24,13,5,1,1101.7,1551.82
2025-11-12,Paid Social,Facebook Prospecting,667,18,6,2,1,432.64,1358.14
2025-11-12,Paid Social,Instagram Prospecting,489,10,3,2,0,334.25,0.0
2025-11-12,Paid Social,LinkedIn ABM,114,10,3,3,2,509.84,4457.28
2025-11-12,Referral,Customer Referral Program,87,16,12,10,5,30.22,10832.61
2025-11-12,Referral,Partner Program,51,6,4,3,1,25.36,2037.97
2025-11-13,Direct,Direct/Brand,299,14,8,4,0,0.0,0.0
2025-11-13,Email,Drip Nurture,162,28,22,18,8,3.09,11896.75
2025-11-13,Email,Newsletter,217,32,19,13,5,4.03,5230.32
2025-11-13,Organic Search,Blog SEO,524,32,21,15,6,26.7,8307.1
2025-11-13,Organic Search,Product Pages SEO,345,35,22,19,9,16.17,17119.94
2025-11-13,Paid Search,Brand Keywords,205,31,21,16,5,364.16,6374.95
2025-11-13,Paid Search,Competitor Keywords,111,4,3,1,0,384.21,0.0
2025-11-13,Paid Search,Generic Keywords,381,41,15,11,4,985.36,4458.87
2025-11-13,Paid Social,Facebook Prospecting,646,19,5,4,0,428.47,0.0
2025-11-13,Paid Social,Instagram Prospecting,462,10,1,1,0,321.52,0.0
2025-11-13,Paid Social,LinkedIn ABM,121,12,10,4,2,498.2,4373.99
2025-11-13,Referral,Customer Referral Program,97,25,15,11,5,32.91,5638.78
2025-11-13,Referral,Partner Program,44,9,8,8,4,21.75,6502.11
2025-11-14,Direct,Direct/Brand,330,13,10,6,0,0.0,0.0
2025-11-14,Email,Drip Nurture,137,23,12,8,2,2.52,3193.16
2025-11-14,Email,Newsletter,258,27,20,14,4,4.77,4831.79
2025-11-14,Organic Search,Blog SEO,586,45,16,10,2,29.05,3698.81
2025-11-14,Organic Search,Product Pages SEO,320,37,19,13,1,14.65,1414.52
2025-11-14,Paid Search,Brand Keywords,202,35,20,15,7,357.55,13916.84
2025-11-14,Paid Search,Competitor Keywords,116,11,5,3,0,398.04,0.0
2025-11-14,Paid Search,Generic Keywords,437,32,17,12,0,1140.58,0.0
2025-11-14,Paid Social,Facebook Prospecting,670,22,8,3,0,430.26,0.0
2025-11-14,Paid Social,Instagram Prospecting,471,18,4,2,0,318.55,0.0
2025-11-14,Paid Social,LinkedIn ABM,117,16,7,5,1,497.91,2361.67
2025-11-14,Referral,Customer Referral Program,89,25,17,13,9,28.42,15208.53
2025-11-14,Referral,Partner Program,61,9,6,4,2,30.43,3473.1
2025-11-15,Direct,Direct/Brand,179,7,0,0,0,0.0,0.0
2025-11-15,Email,Drip Nurture,63,15,12,9,4,1.31,6908.37
2025-11-15,Email,Newsletter,115,8,4,2,1,2.24,1675.21
2025-11-15,Organic Search,Blog SEO,274,14,5,4,1,15.81,1403.58
2025-11-15,Organic Search,Product Pages SEO,194,15,9,7,2,8.3,3307.48
2025-11-15,Paid Search,Brand Keywords,97,13,7,6,2,190.97,4384.6
2025-11-15,Paid Search,Competitor Keywords,85,3,1,1,0,308.58,0.0
2025-11-15,Paid Search,Generic Keywords,193,14,8,3,0,465.67,0.0
2025-11-15,Paid Social,Facebook Prospecting,621,16,6,4,1,370.92,1278.74
2025-11-15,Paid Social,Instagram Prospecting,426,17,3,0,0,274.58,0.0
2025-11-15,Paid Social,LinkedIn ABM,101,8,4,3,2,387.87,4929.85
2025-11-15,Referral,Customer Referral Program,35,13,7,7,5,9.87,9527.3
2025-11-15,Referral,Partner Program,27,4,3,2,1,13.77,2225.75
2025-11-16,Direct,Direct/Brand,162,13,3,3,1,0.0,1324.62
2025-11-16,Email,Drip Nurture,82,10,10,6,2,1.5,2469.42
2025-11-16,Email,Newsletter,124,15,6,3,1,2.44,1152.53
2025-11-16,Organic Search,Blog SEO,280,18,8,4,1,14.34,1201.76
2025-11-16,Organic Search,Product Pages SEO,181,25,12,5,2,8.64,3599.02
2025-11-16,Paid Search,Brand Keywords,105,17,13,6,2,168.92,3181.99
2025-11-16,Paid Search,Competitor Keywords,74,8,5,3,0,253.78,0.0
2025-11-16,Paid Search,Generic Keywords,210,16,6,4,0,560.98,0.0
2025-11-16,Paid Social,Facebook Prospecting,547,32,12,7,1,361.27,1191.58
2025-11-16,Paid Social,Instagram Prospecting,429,13,5,1,0,296.27,0.0
2025-11-16,Paid Social,LinkedIn ABM,98,12,6,4,2,425.11,5134.22
2025-11-16,Referral,Customer Referral Program,56,9,9,8,7,15.76,12515.71
2025-11-16,Referral,Partner Program,28,4,3,3,0,13.98,0.0
2025-11-17,Direct,Direct/Brand,310,19,6,3,1,0.0,1154.26
2025-11-17,Email,Drip Nurture,140,22,17,12,7,2.93,8471.69
2025-11-17,Email,Newsletter,220,29,14,9,1,4.97,1302.94
2025-11-17,Organic Search,Blog SEO,534,37,22,12,4,28.54,4541.32
2025-11-17,Organic Search,Product Pages SEO,348,22,15,10,2,19.59,4044.57
2025-11-17,Paid Search,Brand Keywords,179,23,14,11,9,317.18,14328.59
2025-11-17,Paid Search,Competitor Keywords,127,7,3,0,0,411.12,0.0
2025-11-17,Paid Search,Generic Keywords,394,36,12,5,2,1061.97,2858.9
2025-11-17,Paid Social,Facebook Prospecting,694,20,8,2,0,458.48,0.0
2025-11-17,Paid Social,Instagram Prospecting,507,10,5,4,0,324.51,0.0
2025-11-17,Paid Social,LinkedIn ABM,107,11,4,4,1,477.88,2067.9
2025-11-17,Referral,Customer Referral Program,64,19,13,11,7,18.48,19135.45
2025-11-17,Referral,Partner Program,50,11,8,7,3,26.23,4381.35
2025-11-18,Direct,Direct/Brand,312,20,7,4,3,0.0,4649.69
2025-11-18,Email,Drip Nurture,163,19,12,12,5,3.33,6461.29
2025-11-18,Email,Newsletter,207,25,20,16,4,3.8,6596.14
2025-11-18,Organic Search,Blog SEO,527,32,16,11,5,29.84,6834.52
2025-11-18,Organic Search,Product Pages SEO,362,30,18,15,7,18.4,10078.69
2025-11-18,Paid Search,Brand Keywords,149,20,12,8,2,280.44,3471.01
2025-11-18,Paid Search,Competitor Keywords,116,11,3,2,0,393.06,0.0
2025-11-18,Paid Search,Generic Keywords,414,38,13,7,1,1165.77,1796.25
2025-11-18,Paid Social,Facebook Prospecting,655,26,8,4,1,403.01,1094.41
2025-11-18,Paid Social,Instagram Prospecting,471,11,8,1,0,324.76,0.0
2025-11-18,Paid Social,LinkedIn ABM,116,16,9,6,2,492.36,6211.88
2025-11-18,Referral,Customer Referral Program,91,28,20,15,7,26.73,12183.16
2025-11-18,Referral,Partner Program,63,11,10,8,6,30.73,12360.31
2025-11-19,Direct,Direct/Brand,287,14,9,4,1,0.0,1548.14
2025-11-19,Email,Drip Nurture,156,41,26,24,14,2.91,18790.54
2025-11-19,Email,Newsletter,229,24,11,8,3,4.41,4517.01
2025-11-19,Organic Search,Blog SEO,577,41,15,8,3,30.1,4191.0
2025-11-19,Organic Search,Product Pages SEO,349,46,22,15,8,18.16,14758.08
2025-11-19,Paid Search,Brand Keywords,174,29,20,13,5,343.31,5644.66
2025-11-19,Paid Search,Competitor Keywords,127,15,7,5,2,462.88,2738.42
2025-11-19,Paid Search,Generic Keywords,433,37,16,8,4,1147.93,4709.77
2025-11-19,Paid Social,Facebook Prospecting,702,29,8,5,0,416.94,0.0
2025-11-19,Paid Social,Instagram Prospecting,478,9,6,4,0,348.86,0.0
2025-11-19,Paid Social,LinkedIn ABM,121,10,5,3,0,520.97,0.0
2025-11-19,Referral,Customer Referral Program,86,18,13,9,3,27.33,3126.55
2025-11-19,Referral,Partner Program,49,17,13,13,5,23.35,11024.57
2025-11-20,Direct,Direct/Brand,295,17,4,2,0,0.0,0.0
2025-11-20,Email,Drip Nurture,164,31,23,20,9,3.29,13839.82
2025-11-20,Email,Newsletter,226,24,13,8,1,5.21,1276.69
2025-11-20,Organic Search,Blog SEO,544,37,14,12,5,27.17,7140.83
2025-11-20,Organic Search,Product Pages SEO,356,28,16,13,5,18.67,8211.23
2025-11-20,Paid Search,Brand Keywords,182,31,18,13,6,363.11,11204.94
2025-11-20,Paid Search,Competitor Keywords,136,13,6,3,1,438.84,1264.44
2025-11-20,Paid Search,Generic Keywords,415,28,16,6,2,1017.52,2984.08
2025-11-20,Paid Social,Facebook Prospecting,636,17,7,3,2,394.96,2127.14
2025-11-20,Paid Social,Instagram Prospecting,503,10,3,1,0,363.84,0.0
2025-11-20,Paid Social,LinkedIn ABM,117,17,10,8,2,483.73,3711.39
2025-11-20,Referral,Customer Referral Program,77,22,19,15,6,23.96,8497.19
2025-11-20,Referral,Partner Program,55,8,7,5,4,28.77,7611.78
2025-11-21,Direct,Direct/Brand,311,16,9,6,2,0.0,3421.33
2025-11-21,Email,Drip Nurture,137,25,17,16,7,2.44,8990.27
2025-11-21,Email,Newsletter,260,19,12,6,4,5.67,4222.22
2025-11-21,Organic Search,Blog SEO,552,32,18,12,3,28.2,4540.96
2025-11-21,Organic Search,Product Pages SEO,329,24,8,8,2,16.63,3273.38
2025-11-21,Paid Search,Brand Keywords,187,26,16,10,4,346.95,6676.75
2025-11-21,Paid Search,Competitor Keywords,108,10,5,2,1,361.25,1411.58
2025-11-21,Paid Search,Generic Keywords,405,29,8,5,2,1021.69,2747.14
2025-11-21,Paid Social,Facebook Prospecting,734,30,10,3,1,509.89,1201.01
2025-11-21,Paid Social,Instagram Prospecting,477,13,5,2,1,330.64,1064.16
2025-11-21,Paid Social,LinkedIn ABM,112,11,5,5,3,463.18,8335.27
2025-11-21,Referral,Customer Referral Program,90,24,18,15,9,24.37,18164.47
2025-11-21,Referral,Partner Program,55,5,3,3,2,31.02,3620.59
2025-11-22,Direct,Direct/Brand,160,7,3,1,1,0.0,1638.38
2025-11-22,Email,Drip Nurture,77,15,15,13,7,1.26,10237.04
2025-11-22,Email,Newsletter,126,11,6,4,1,2.49,1108.74
2025-11-22,Organic Search,Blog SEO,303,16,7,5,2,13.95,3133.17
2025-11-22,Organic Search,Product Pages SEO,176,8,3,2,2,8.48,2564.2
2025-11-22,Paid Search,Brand Keywords,113,16,12,11,6,218.71,10246.2
2025-11-22,Paid Search,Competitor Keywords,68,5,4,2,0,227.64,0.0
2025-11-22,Paid Search,Generic Keywords,230,21,8,4,1,626.91,1131.26
2025-11-22,Paid Social,Facebook Prospecting,591,20,6,2,0,399.81,0.0
2025-11-22,Paid Social,Instagram Prospecting,398,6,3,1,0,299.01,0.0
2025-11-22,Paid Social,LinkedIn ABM,92,10,4,1,0,383.63,0.0
2025-11-22,Referral,Customer Referral Program,41,9,6,5,4,12.33,8875.95
2025-11-22,Referral,Partner Program,40,6,2,2,0,20.22,0.0
2025-11-23,Direct,Direct/Brand,139,10,5,4,1,0.0,1269.94
2025-11-23,Email,Drip Nurture,67,11,6,5,2,1.37,3219.69
2025-11-23,Email,Newsletter,128,11,5,5,2,2.65,2481.35
2025-11-23,Organic Search,Blog SEO,311,18,9,6,0,16.55,0.0
2025-11-23,Organic Search,Product Pages SEO,196,22,11,9,1,8.44,1645.63
2025-11-23,Paid Search,Brand Keywords,77,14,8,6,4,165.76,5758.52
2025-11-23,Paid Search,Competitor Keywords,72,4,1,0,0,230.61,0.0
2025-11-23,Paid Search,Generic Keywords,242,17,7,5,0,608.6,0.0
2025-11-23,Paid Social,Facebook Prospecting,591,23,6,0,0,380.79,0.0
2025-11-23,Paid Social,Instagram Prospecting,418,12,2,1,1,292.64,1284.21
2025-11-23,Paid Social,LinkedIn ABM,112,14,7,7,4,509.09,8596.6
2025-11-23,Referral,Customer Referral Program,56,14,10,10,3,16.78,4525.73
2025-11-23,Referral,Partner Program,27,6,3,2,1,14.53,1720.47
2025-11-24,Direct,Direct/Brand,297,15,5,5,1,0.0,1254.89
2025-11-24,Email,Drip Nurture,137,31,23,21,7,2.76,10763.97
2025-11-24,Email,Newsletter,240,34,18,10,4,5.14,5088.56
2025-11-24,Organic Search,Blog SEO,512,25,14,8,3,23.39,4377.84
2025-11-24,Organic Search,Product Pages SEO,325,36,18,9,2,18.32,4044.35
2025-11-24,Paid Search,Brand Keywords,179,25,15,10,3,296.28,3778.71
2025-11-24,Paid Search,Competitor Keywords,124,15,7,4,1,414.9,1242.95
2025-11-24,Paid Search,Generic Keywords,397,35,18,6,1,919.78,1760.9
2025-11-24,Paid Social,Facebook Prospecting,682,18,9,4,1,485.08,1232.82
2025-11-24,Paid Social,Instagram Prospecting,515,23,10,4,1,354.26,1055.77
2025-11-24,Paid Social,LinkedIn ABM,104,12,6,5,3,387.88,7736.05
2025-11-24,Referral,Customer Referral Program,90,20,16,11,7,26.26,11140.72
2025-11-24,Referral,Partner Program,54,11,8,3,2,26.31,4282.85
2025-11-25,Direct,Direct/Brand,308,9,3,2,1,0.0,1527.98
2025-11-25,Email,Drip Nurture,134,26,19,14,7,2.63,10781.19
2025-11-25,Email,Newsletter,227,25,14,8,3,4.47,4751.29
2025-11-25,Organic Search,Blog SEO,562,35,16,12,7,27.31,10557.25
2025-11-25,Organic Search,Product Pages SEO,330,44,26,15,4,15.68,6579.76
2025-11-25,Paid Search,Brand Keywords,168,33,20,13,7,297.95,11403.71
2025-11-25,Paid Search,Competitor Keywords,125,11,5,3,0,437.91,0.0
2025-11-25,Paid Search,Generic Keywords,403,31,17,8,2,1001.45,2405.86
2025-11-25,Paid Social,Facebook Prospecting,645,28,11,3,0,406.12,0.0
2025-11-25,Paid Social,Instagram Prospecting,465,9,3,1,0,319.34,0.0
2025-11-25,Paid Social,LinkedIn ABM,129,20,19,14,4,503.33,11998.93
2025-11-25,Referral,Customer Referral Program,86,14,8,7,4,25.1,5877.34
2025-11-25,Referral,Partner Program,50,10,6,5,3,25.68,5393.61
2025-11-26,Direct,Direct/Brand,325,15,6,5,1,0.0,1210.04
2025-11-26,Email,Drip Nurture,144,30,22,18,11,2.62,10974.45
2025-11-26,Email,Newsletter,229,20,13,8,2,4.57,2847.41
2025-11-26,Organic Search,Blog SEO,548,30,16,11,4,27.04,5438.31
2025-11-26,Organic Search,Product Pages SEO,329,32,17,12,4,17.34,6808.92
2025-11-26,Paid Search,Brand Keywords,199,28,17,13,4,368.48,7622.63
2025-11-26,Paid Search,Competitor Keywords,134,13,4,1,0,432.47,0.0
2025-11-26,Paid Search,Generic Keywords,400,30,13,9,1,1004.91,1870.35
2025-11-26,Paid Social,Facebook Prospecting,657,26,8,2,0,395.27,0.0
2025-11-26,Paid Social,Instagram Prospecting,478,11,5,3,0,313.93,0.0
2025-11-26,Paid Social,LinkedIn ABM,130,14,6,4,3,524.68,8108.17
2025-11-26,Referral,Customer Referral Program,71,20,14,13,9,19.93,13326.84
2025-11-26,Referral,Partner Program,54,12,9,6,3,28.85,5981.68
2025-11-27,Direct,Direct/Brand,282,17,10,5,1,0.0,1412.9
2025-11-27,Email,Drip Nurture,146,24,13,11,4,2.78,6903.15
2025-11-27,Email,Newsletter,223,22,12,7,2,4.02,2891.27
2025-11-27,Organic Search,Blog SEO,530,34,16,12,3,25.83,4416.58
